0,1,2,3,4,5,6,target
-1.4719,-38.412,-12.469,-357.58,-1.1413,5.0204,-0.57653,2.3541
-2.4719,-124.41,-14.469,-853.58,-2.0413,-2.9796,1.4235,-5.4459
-1.4719,-83.412,-24.469,-822.58,-0.74133,1.0204,-0.57653,6.5541
-1.4719,-105.41,-42.469,-1132.6,-0.24133,4.0204,0.42347,6.3541
0.52806,37.588,-4.4694,-32.584,0.45867,-2.9796,-0.57653,-5.4459
-1.4719,-89.412,-41.469,-762.58,-0.64133,5.0204,-0.57653,11.254
2.5281,123.59,40.531,1162.4,-1.8413,1.0204,-0.57653,-7.9459
-1.4719,-105.41,-33.469,-987.58,-0.64133,2.0204,0.42347,8.0541
2.5281,155.59,50.531,1524.4,-2.0413,-3.9796,-0.57653,-10.446
2.5281,205.59,125.53,1300.4,-6.0413,-2.9796,-0.57653,-7.4459
-1.4719,-43.412,-14.469,-242.58,2.4587,6.0204,-0.57653,3.5541
-1.4719,-97.412,-26.469,-787.58,-1.4413,1.0204,0.42347,7.0541
-1.4719,-103.41,-35.469,-847.58,-0.84133,3.0204,0.42347,13.854
-1.4719,-54.412,-15.469,-222.58,0.25867,1.0204,-0.57653,2.0541
0.52806,37.588,-14.469,233.42,1.4587,-0.97959,-0.57653,-4.4459
2.5281,107.59,32.531,1064.4,-1.0413,-2.9796,-0.57653,-9.4459
2.5281,188.59,65.531,585.42,-5.5413,-5.9796,-0.57653,-8.4459
2.5281,205.59,75.531,1242.4,-4.4413,1.0204,-0.57653,-7.4459
2.5281,107.59,35.531,1163.4,-1.5413,-1.9796,-0.57653,-7.4459
0.52806,-21.412,10.531,-382.58,-4.2413,3.0204,-0.57653,5.3541
2.5281,123.59,45.531,1259.4,-1.0413,-2.9796,-0.57653,-9.4459
0.52806,-38.412,3.5306,-47.584,-0.041327,0.020408,1.4235,-4.4459
0.52806,36.588,5.5306,61.416,-0.54133,-0.97959,-0.57653,-2.4459
2.5281,260.59,120.53,1973.4,-4.5413,-2.9796,-0.57653,-11.446
2.5281,123.59,45.531,777.42,-1.5413,0.020408,-0.57653,-10.446
-1.4719,-89.412,-29.469,-747.58,-1.0413,2.0204,-0.57653,7.4541
0.52806,36.588,0.53061,557.42,3.6587,2.0204,-0.57653,-4.2459
-1.4719,-86.412,-34.469,-732.58,1.3587,6.0204,1.4235,10.554
-1.4719,-96.412,-36.469,-822.58,0.95867,2.0204,-0.57653,6.5541
2.5281,107.59,35.531,1316.4,0.45867,-3.9796,-0.57653,-10.446
-1.4719,-96.412,-38.469,-1177.6,-1.1413,2.0204,-0.57653,12.654
2.5281,234.59,93.531,1363.4,-5.5413,-5.9796,-0.57653,-8.4459
2.5281,245.59,110.53,1757.4,-4.5413,-2.9796,-0.57653,-10.446
0.52806,37.588,7.5306,-142.58,-0.84133,6.0204,-0.57653,-1.4459
-1.4719,-97.412,-26.469,-677.58,-1.0413,-1.9796,0.42347,2.5541
-1.4719,-97.412,-58.469,-1142.6,4.9587,-5.9796,0.42347,2.5541
-1.4719,-97.412,-16.469,-847.58,-1.0413,-4.9796,1.4235,3.5541
-1.4719,-82.412,-16.469,-582.58,2.4587,6.0204,-0.57653,10.554
2.5281,155.59,65.531,1187.4,-4.1413,1.0204,-0.57653,-7.9459
-1.4719,-79.412,-9.4694,-283.58,-0.54133,-0.97959,0.42347,-0.44592
-1.4719,-59.412,-20.469,-607.58,-2.5413,6.0204,-0.57653,12.554
2.5281,188.59,75.531,1977.4,-4.0413,-4.9796,-0.57653,-11.446
-1.4719,-97.412,-58.469,-1027.6,5.4587,-2.9796,0.42347,2.5541
-1.4719,-82.412,-16.469,-337.58,3.0587,6.0204,-0.57653,3.5541
2.5281,155.59,55.531,1478.4,-2.0413,-3.9796,-0.57653,-11.446
2.5281,155.59,20.531,922.42,1.8587,3.0204,-0.57653,-0.44592
0.52806,55.588,-32.469,180.42,3.9587,-0.97959,-0.57653,-8.4459
-1.4719,-103.41,-44.469,-1177.6,0.85867,2.0204,1.4235,12.654
2.5281,195.59,85.531,872.42,-7.0413,-5.9796,-0.57653,-8.4459
0.52806,55.588,-6.4694,547.42,3.4587,1.0204,-0.57653,-4.9459
2.5281,109.59,15.531,984.42,-1.6413,0.020408,-0.57653,-7.9459
-1.4719,-96.412,-24.469,-813.58,-0.54133,-3.9796,-0.57653,4.5541
-1.4719,-108.41,-40.469,-1102.6,0.85867,5.0204,-0.57653,15.554
-1.4719,-96.412,-21.469,-758.58,0.95867,-1.9796,0.42347,5.5541
-1.4719,-104.41,-29.469,-869.58,-0.041327,-1.9796,0.42347,0.55408
2.5281,123.59,45.531,799.42,-3.0413,-2.9796,-0.57653,-8.4459
0.52806,63.588,5.5306,752.42,3.4587,-0.97959,-0.57653,-8.4459
