0,1,2,3,4,5,6,7,8,9,10,11,12,target
-3.1717,-11.364,-4.9368,-0.06917,-0.050695,0.26737,-47.175,-0.41994,-1.5494,-101.24,-1.0555,23.666,-8.8931,8.9672
-3.2377,-11.364,-0.54678,0.93083,-0.065695,-0.88063,20.025,-0.13004,-5.5494,-131.24,0.14447,38.566,11.327,-3.2328
-3.417,10.636,-5.2768,-0.06917,-0.1237,-0.058634,10.625,4.2605,-2.5494,-78.237,0.64447,19.466,-2.5031,-2.0328
-2.5596,-11.364,-2.9968,-0.06917,-0.016695,-0.34963,-39.275,0.70356,-5.5494,-101.24,2.5445,30.176,-6.0731,0.56719
5.6188,-11.364,6.9632,-0.06917,0.076305,-0.068634,31.425,-2.6259,14.451,257.76,1.7445,9.476,-3.1231,27.467
-2.8278,8.6364,-7.1668,-0.06917,0.092305,0.72937,16.025,-1.6621,-4.5494,-144.24,-5.4555,27.396,2.1369,8.1672
-1.3131,-11.364,8.4432,-0.06917,0.050305,0.034366,27.525,-1.695,-4.5494,-5.2372,-3.7555,-59.584,-1.5531,1.2672
-2.1997,-11.364,8.4432,0.93083,0.3163,-0.15563,27.425,-2.0456,-4.5494,-5.2372,-3.7555,-35.654,2.4669,-5.5328
11.41,-11.364,6.9632,-0.06917,0.059305,-0.98063,28.725,-1.6943,14.451,257.76,1.7445,-7.194,12.257,-10.533
0.73527,-11.364,6.9632,-0.06917,0.025305,-0.11763,15.425,-0.76164,14.451,257.76,1.7445,40.226,3.6369,-2.6328
-3.5587,21.636,-8.9568,-0.06917,-0.082695,0.33137,-10.475,-0.42504,-2.5494,-186.24,-0.055534,36.686,-3.7231,5.8672
-3.3637,-11.364,10.753,-0.06917,0.069305,-0.42763,29.625,-2.1264,-5.5494,28.763,2.7445,35.366,8.6669,-9.2328
-3.5734,68.636,-9.6168,-0.06917,-0.1507,1.0024,-34.475,3.514,-7.5494,-79.237,-5.8555,40.226,-8.5731,10.767
-3.0765,-11.364,-4.9368,-0.06917,-0.050695,-0.30363,-0.4749,-0.12354,-1.5494,-101.24,-1.0555,21.676,-1.0031,1.7672
10.72,-11.364,6.9632,-0.06917,0.1453,-1.4046,31.425,-2.2055,14.451,257.76,1.7445,16.246,17.967,-12.333
-3.002,8.6364,-7.1668,-0.06917,0.092305,2.4194,18.325,-1.994,-4.5494,-144.24,-5.4555,33.026,-7.5331,27.467
-2.9416,-11.364,-2.9968,-0.06917,-0.016695,-0.47163,21.725,0.88696,-5.5494,-101.24,2.5445,20.206,2.1569,-5.9328
-2.8293,-11.364,-2.9968,-0.06917,-0.016695,-0.29463,13.125,0.46286,-5.5494,-101.24,2.5445,30.076,2.0169,-5.0328
-3.5419,-11.364,14.513,-0.06917,0.026305,-0.28063,15.525,-1.5976,-7.5494,-220.24,0.64447,20.996,1.6169,-2.2328
-3.4744,-11.364,-7.0868,-0.06917,-0.044695,-0.71263,19.925,-1.1989,-4.5494,-112.24,-1.8555,40.226,2.0369,0.56719
1.2847,-11.364,6.9632,-0.06917,0.076305,-1.3146,31.425,-2.4625,14.451,257.76,1.7445,18.846,-9.3931,27.467
-3.5997,68.636,-10.677,-0.06917,-0.1327,1.5904,-36.575,1.8534,-5.5494,-153.24,-4.0555,37.556,-9.6831,27.467
-3.073,8.6364,-7.1668,-0.06917,0.020305,1.1854,-15.975,-0.92304,-4.5494,-144.24,-5.4555,33.626,-9.4931,20.967
-3.334,-11.364,-1.4468,-0.06917,0.030305,-0.35863,-25.975,-1.4133,-3.5494,-17.237,0.74447,40.226,0.93694,1.9672
-3.2262,-11.364,14.513,-0.06917,0.026305,-0.67163,27.025,-2.0378,-7.5494,-220.24,0.64447,2.616,14.607,-6.8328
-3.5985,78.636,-9.9268,0.93083,-0.1537,1.6384,-43.775,2.09,-8.5494,-210.24,-4.8555,38.846,-9.4931,27.467
-3.5669,68.636,-9.6168,-0.06917,-0.1507,0.82237,-31.975,3.514,-7.5494,-79.237,-5.8555,-2.364,-4.0431,7.7672
3.3486,-11.364,6.9632,-0.06917,0.1453,-0.57163,28.425,-1.8685,14.451,257.76,1.7445,37.756,4.4569,-7.4328
-3.5347,68.636,-6.1868,-0.06917,-0.1437,0.86337,-40.875,1.3217,-5.5494,-163.24,0.74447,40.226,-9.0931,14.767
-3.6004,78.636,-9.9168,-0.06917,-0.1517,0.96437,-46.675,4.9016,-4.5494,-182.24,-0.55553,39.256,-7.8431,12.867
5.9001,-11.364,6.9632,-0.06917,0.1583,0.44337,25.525,-1.2989,14.451,257.76,1.7445,-349.99,6.0569,-7.6328
4.8786,-11.364,6.9632,-0.06917,0.029305,0.063366,17.525,-1.7423,14.451,257.76,1.7445,-273.22,4.9869,-8.0328
3.0414,-11.364,6.9632,-0.06917,0.1583,0.032366,14.425,-1.0606,14.451,257.76,1.7445,40.226,1.3369,-3.0328
-3.5184,-11.364,1.6932,-0.06917,-0.1177,0.0013656,-23.575,0.70756,-4.5494,-10.237,0.24447,26.556,-3.7131,-1.1328
-3.5571,-11.364,1.6932,-0.06917,-0.1177,-0.052634,-14.875,1.2191,-4.5494,-10.237,0.24447,29.726,-0.31306,-1.3328
-2.95,8.6364,-7.1668,-0.06917,0.092305,1.0484,31.425,-1.9004,-4.5494,-144.24,-5.4555,26.616,-4.8631,13.467
-3.5789,23.636,-5.0768,-0.06917,-0.1168,-0.25363,-45.275,2.8457,-8.5494,-104.24,-1.5555,5.576,-4.8231,-3.1328
69.921,-11.364,6.9632,-0.06917,0.1243,-0.32763,31.425,-1.9924,14.451,257.76,1.7445,-340.22,7.9669,-13.733
-1.3712,-11.364,8.4432,-0.06917,0.050305,-0.43063,23.225,-1.373,-4.5494,-5.2372,-3.7555,38.436,-1.0131,0.16719
-3.3744,-11.364,-1.4468,-0.06917,0.030305,-0.26563,-3.2749,-1.3859,-3.5494,-17.237,0.74447,40.226,0.26694,-1.3328
-3.5449,-11.364,-8.2468,-0.06917,-0.1097,1.1314,-6.0749,-0.29984,-7.5494,-132.24,-0.45553,40.226,-6.4631,10.667
-3.5434,-11.364,2.7532,-0.06917,-0.0046951,0.35737,16.525,-0.37394,-4.5494,-132.24,-2.0555,36.106,-2.9631,6.1672
-3.3441,-11.364,-1.2368,-0.06917,-0.010695,-0.018634,14.225,-0.53224,-5.5494,-104.24,-0.055534,36.716,-4.7531,-0.93281
-3.4771,-11.364,-0.54678,-0.06917,-0.065695,-0.39363,-46.275,0.15036,-5.5494,-131.24,0.14447,40.226,-1.7831,0.067194
1.8276,-11.364,6.9632,-0.06917,0.1583,0.37037,29.625,-1.4398,14.451,257.76,1.7445,-1.384,5.0769,-7.3328
-3.5102,13.636,-6.0068,-0.06917,-0.1017,-0.35763,-21.375,3.137,-1.5494,-124.24,1.2445,40.226,-3.4331,-2.9328
-0.044844,-11.364,6.9632,-0.06917,0.025305,0.15237,6.4251,-0.89854,14.451,257.76,1.7445,36.696,1.7069,0.66719
0.94235,-11.364,6.9632,-0.06917,0.1633,-2.7236,19.325,-2.1818,14.451,257.76,1.7445,-1.974,-5.5331,4.9672
-3.0382,-11.364,-4.9368,-0.06917,-0.047695,2.0524,4.7251,0.043357,-1.5494,-101.24,-1.0555,29.236,-10.183,19.167
-3.5599,9.6364,-5.4968,-0.06917,-0.1157,0.22637,-47.475,3.0197,-5.5494,-165.24,-1.6555,40.226,-7.3731,2.4672
-3.5694,58.636,-8.8968,-0.06917,-0.1547,0.58637,-21.175,4.0328,-4.5494,-50.237,-3.6555,34.186,-6.5831,2.2672
-3.4491,10.636,-5.2768,-0.06917,-0.1237,0.14837,-19.475,4.0315,-2.5494,-78.237,0.64447,18.036,-3.1331,1.9672
-2.2707,-11.364,8.4432,-0.06917,0.050305,-0.21863,31.425,-2.0377,-4.5494,-5.2372,-3.7555,-2.784,-6.2231,1.7672
42.133,-11.364,6.9632,-0.06917,0.1383,-1.7656,31.425,-2.1368,14.451,257.76,1.7445,-268.4,24.327,-15.533
20.78,-11.364,6.9632,-0.06917,0.1453,-1.6326,31.425,-2.3278,14.451,257.76,1.7445,40.226,15.627,-12.033
-3.4302,-11.364,16.603,-0.06917,0.054305,-0.87063,29.725,-2.0396,-5.5494,302.76,1.6445,-12.624,11.317,-15.533
-3.4228,10.636,-5.2768,-0.06917,-0.1237,0.43337,-51.075,4.0315,-2.5494,-78.237,0.64447,37.066,-6.0931,3.6672
-3.0794,8.6364,-7.1668,-0.06917,0.092305,1.2354,20.825,-1.6552,-4.5494,-144.24,-5.4555,31.696,-5.3931,20.567
-3.5309,-11.364,2.7832,-0.06917,-0.1177,-0.15763,-50.175,1.7077,-5.5494,-119.24,-2.4555,40.226,-4.0731,1.3672
-3.5702,9.6364,-5.4968,-0.06917,-0.1157,-0.16963,-5.5749,3.0197,-5.5494,-165.24,-1.6555,37.296,-3.2231,-2.0328
-3.5948,73.636,-6.9868,-0.06917,-0.1257,0.23137,-40.875,4.7403,-5.5494,-57.237,-0.55553,35.756,-6.2931,0.56719
-3.4402,-11.364,-1.4468,-0.06917,0.030305,-0.57763,-14.575,-1.4133,-3.5494,-17.237,0.74447,40.226,-0.64306,-0.73281
-3.2837,-11.364,10.753,-0.06917,0.069305,-0.46263,26.825,-1.3251,-5.5494,28.763,2.7445,32.016,2.3769,-4.1328
-3.5642,21.636,-8.9568,-0.06917,-0.082695,0.56437,1.7251,-0.61234,-2.5494,-186.24,-0.055534,40.226,-5.1231,5.6672
-3.0934,8.6364,-7.1668,-0.06917,0.092305,2.1134,22.925,-1.5065,-4.5494,-144.24,-5.4555,30.186,-6.7431,26.267
-3.5433,-11.364,-7.0868,-0.06917,-0.044695,-0.26463,-21.375,-0.24014,-4.5494,-112.24,-1.8555,36.556,-2.5431,0.66719
-3.5225,-11.364,-8.6768,-0.06917,-0.066695,0.87037,23.625,-1.0944,-6.5494,-215.24,-0.65553,37.446,-7.8331,15.367
10.437,-11.364,6.9632,-0.06917,0.042305,0.37237,31.425,-2.2675,14.451,257.76,1.7445,-321.62,8.5669,-5.3328
-3.5337,28.636,-4.7268,-0.06917,-0.1077,0.19737,-36.475,0.34526,-5.5494,-154.24,-0.85553,40.226,-5.4631,6.5672
-3.5313,10.636,-5.2768,-0.06917,-0.1237,0.67237,-61.775,5.1117,-2.5494,-78.237,0.64447,29.416,-9.1231,7.0672
-2.7615,-11.364,-2.9968,-0.06917,-0.016695,-0.31963,20.625,0.21726,-5.5494,-101.24,2.5445,35.856,1.1769,-2.9328
-2.3899,-11.364,8.4432,-0.06917,0.050305,0.65837,28.825,-1.9177,-4.5494,-5.2372,-3.7555,6.756,-8.0631,18.767
47.522,-11.364,6.9632,-0.06917,0.042305,-0.52763,31.425,-2.382,14.451,257.76,1.7445,-354.07,-2.5431,-7.5328
0.22332,-11.364,6.9632,-0.06917,0.2153,-0.033634,22.525,-1.4995,14.451,257.76,1.7445,-6.024,1.5369,-2.6328
0.064696,-11.364,6.9632,-0.06917,0.2153,-0.92263,27.625,-1.6914,14.451,257.76,1.7445,24.116,-2.4631,-1.7328
-3.4319,-11.364,-3.7568,-0.06917,-0.061695,0.091366,-14.275,0.74536,-4.5494,-121.24,1.1445,40.226,-5.7831,0.56719
-3.4391,-11.364,-0.54678,0.93083,-0.065695,-0.32463,23.525,0.082057,-5.5494,-131.24,0.14447,36.576,4.6169,-0.83281
-2.6251,-11.364,-2.9968,-0.06917,-0.016695,-0.47163,31.425,0.30016,-5.5494,-101.24,2.5445,37.866,7.2269,-8.0328
-3.3938,-11.364,-4.2268,-0.06917,-0.1067,-0.68263,-6.5749,2.2927,-6.5494,-175.24,-0.55553,40.226,3.5469,-3.1328
-3.593,73.636,-10.397,-0.06917,-0.1447,0.098366,-32.875,5.3926,-7.5494,-95.237,-1.1555,40.226,-6.8831,2.1672
-1.8132,-11.364,8.4432,-0.06917,0.050305,-0.40763,10.625,-1.3691,-4.5494,-5.2372,-3.7555,-129.06,-0.51306,1.2672
34.738,-11.364,6.9632,-0.06917,0.1383,-0.83163,31.425,-2.3054,14.451,257.76,1.7445,40.226,17.937,-17.533
-3.5161,-11.364,-5.1768,-0.06917,-0.055695,-0.44363,-7.1749,-0.41714,-4.5494,-129.24,0.74447,20.886,-1.2431,-2.5328
-3.582,83.636,-9.6668,-0.06917,-0.1517,0.69037,-53.275,3.8584,-6.5494,-6.2372,-1.4555,40.226,-8.0931,12.367
2.8305,-11.364,6.9632,-0.06917,0.029305,0.14037,6.2251,-1.5946,14.451,257.76,1.7445,-258.72,-0.62306,-6.4328
7.5469,-11.364,6.9632,-0.06917,0.1853,0.34437,26.025,-1.6703,14.451,257.76,1.7445,-246.82,10.617,-9.1328
-2.3617,-11.364,-2.9968,-0.06917,-0.016695,-0.71463,29.525,0.0028573,-5.5494,-101.24,2.5445,19.896,8.3669,-8.9328
-3.4074,10.636,-5.2768,-0.06917,-0.1237,-0.69163,7.9251,4.1599,-2.5494,-78.237,0.64447,15.816,-0.15306,-4.9328
-0.97804,-11.364,-1.2368,-0.06917,-0.010695,-1.3116,-30.775,-1.2756,-5.5494,-104.24,-0.055534,-6.224,-0.013063,-6.4328
-3.512,-11.364,1.6932,-0.06917,-0.1177,-0.0056344,5.9251,0.25716,-4.5494,-10.237,0.24447,16.986,-0.68306,-2.5328
-3.5269,33.636,-7.6968,-0.06917,-0.1177,0.89337,-42.275,2.6848,-4.5494,-10.237,-3.2555,33.816,-9.7831,13.867
-3.4829,-11.364,-1.1268,-0.06917,-0.0076951,-0.41263,4.5251,-1.3175,-3.5494,23.763,-0.65553,-18.044,2.7169,-2.1328
-3.2612,-11.364,10.753,-0.06917,0.069305,0.16937,29.825,-1.9452,-5.5494,28.763,2.7445,37.406,1.9369,-5.4328
-3.5074,18.636,-6.2068,-0.06917,-0.1267,-0.18963,-3.4749,2.5411,-3.5494,-108.24,-1.8555,37.946,-0.25306,-2.4328
-3.5471,-11.364,-7.0868,-0.06917,-0.044695,0.57537,5.8251,-0.87974,-4.5494,-112.24,-1.8555,34.596,-5.7331,7.3672
-3.6045,78.636,-8.1668,-0.06917,-0.1547,0.80337,-47.775,3.5123,-8.5494,-123.24,-3.1555,38.046,-4.8031,9.6672
-3.4712,-11.364,-1.1268,-0.06917,-0.0076951,-0.030634,15.625,-1.5385,-3.5494,23.763,-0.65553,32.066,-2.2031,-4.0328
-3.5127,-11.364,-1.1268,-0.06917,-0.0076951,0.43037,13.025,-1.1175,-3.5494,23.763,-0.65553,38.916,-2.4931,0.26719
2.0782,-11.364,6.9632,-0.06917,0.028305,-0.17063,11.225,-0.24914,14.451,257.76,1.7445,36.006,2.3269,-3.4328
0.42489,-11.364,6.9632,-0.06917,-0.022695,-0.055634,22.125,-0.69574,14.451,257.76,1.7445,38.656,0.21694,-2.9328
-3.3683,-11.364,-1.2368,-0.06917,-0.010695,-0.50263,3.1251,0.23666,-5.5494,-104.24,-0.055534,40.226,3.2869,-2.7328
-3.5964,78.636,-9.1168,-0.06917,-0.1447,0.44337,-32.475,8.3315,-4.5494,-221.24,-1.4555,27.786,-8.1531,7.5672
-3.3296,-11.364,-3.7568,-0.06917,-0.061695,-0.57663,5.7251,0.92606,-4.5494,-121.24,1.1445,34.456,-0.91306,-4.0328
-3.5444,33.636,-7.6968,-0.06917,-0.1177,0.45437,-37.775,2.6848,-4.5494,-10.237,-3.2555,33.036,-7.9631,7.9672
-1.235,-11.364,6.9632,-0.06917,0.028305,-0.41363,-26.675,-0.071043,14.451,257.76,1.7445,14.056,0.68694,-1.9328
-3.4019,-11.364,-2.5768,-0.06917,-0.034695,-0.14763,18.825,-1.0803,-4.5494,-24.237,2.4445,37.796,0.78694,-3.2328
6.303,-11.364,6.9632,-0.06917,0.1383,-0.43263,9.2251,-2.2946,14.451,257.76,1.7445,-18.514,17.317,-16.233
-3.1017,-11.364,-4.9368,-0.06917,-0.047695,1.0734,3.0251,0.35296,-1.5494,-101.24,-1.0555,33.396,-7.9231,8.9672
-3.2735,-11.364,10.753,-0.06917,0.069305,0.17337,30.325,-1.6765,-5.5494,28.763,2.7445,38.366,-0.053063,-3.3328
-3.2446,10.636,-5.2768,-0.06917,-0.1237,1.9744,-60.175,5.1117,-2.5494,-78.237,0.64447,40.226,-9.1131,20.267
-3.0557,-11.364,10.753,-0.06917,0.069305,0.050366,29.625,-1.6843,-5.5494,28.763,2.7445,37.996,4.3069,-4.4328
-3.5881,43.636,-7.3568,-0.06917,-0.070695,0.41137,-12.175,1.9371,-4.5494,-38.237,-0.85553,40.226,-5.4731,1.3672
-3.4649,-11.364,-2.5768,-0.06917,-0.034695,0.44237,11.325,-1.0172,-4.5494,-24.237,2.4445,38.086,-3.2331,4.9672
11.962,-11.364,6.9632,-0.06917,0.025305,-0.35863,2.4251,-0.88664,14.451,257.76,1.7445,12.066,5.4769,-3.4328
4.5871,-11.364,6.9632,-0.06917,0.1583,-0.34863,11.725,-1.0158,14.451,257.76,1.7445,-353.17,4.2869,-9.0328
-3.5253,-11.364,-0.32678,-0.06917,-0.1417,0.13237,-61.975,1.4923,-5.5494,-103.24,0.74447,27.056,-5.9331,1.6672
-3.4739,-11.364,-2.5768,-0.06917,-0.034695,-0.11763,21.425,-1.374,-4.5494,-24.237,2.4445,36.016,-0.32306,-2.4328
0.079586,-11.364,6.9632,-0.06917,0.1583,0.091366,19.825,-1.2279,14.451,257.76,1.7445,34.756,1.9969,-4.8328
21.433,-11.364,6.9632,-0.06917,0.1383,-0.29763,31.425,-2.2062,14.451,257.76,1.7445,40.226,14.117,-16.933
6.6195,-11.364,6.9632,-0.06917,0.059305,-0.099634,28.125,-1.6245,14.451,257.76,1.7445,23.026,5.3769,-7.9328
-3.5315,-11.364,2.7832,-0.06917,-0.1177,-0.27563,-26.275,1.7077,-5.5494,-119.24,-2.4555,40.226,-2.2531,-0.83281
0.083426,-11.364,6.9632,-0.06917,0.1633,-1.3216,22.825,-2.0427,14.451,257.76,1.7445,-40.644,1.3469,-0.63281
12.247,-11.364,6.9632,-0.06917,0.1243,-0.38863,26.825,-1.8854,14.451,257.76,1.7445,-348.99,11.737,-14.233
-3.2982,-11.364,-4.9368,-0.06917,-0.050695,1.9814,9.7251,-0.90064,-1.5494,-101.24,-1.0555,28.376,-8.5131,22.267
-3.4542,-11.364,-4.2268,-0.06917,-0.1067,-0.073634,-62.075,1.9259,-6.5494,-175.24,-0.55553,37.786,-5.2131,2.1672
-2.7883,8.6364,-7.1668,-0.06917,0.092305,1.0424,25.925,-1.7162,-4.5494,-144.24,-5.4555,36.746,-1.4031,8.4672
-3.3144,8.6364,-4.1768,-0.06917,-0.090695,-0.42863,-26.475,0.63396,-6.5494,-185.24,0.14447,31.976,0.34694,-1.4328
-3.5676,41.136,-5.8168,-0.06917,-0.1497,0.030366,-22.975,3.5222,-3.5494,-115.24,-1.8555,40.226,-5.0531,-0.23281
-3.5509,-11.364,0.79322,-0.06917,0.018305,0.30837,0.5251,-1.3164,-8.5494,-135.24,2.5445,35.316,-2.9831,-0.13281
-3.2554,-11.364,-4.9368,0.93083,-0.047695,0.66637,19.925,-0.93334,-1.5494,-101.24,-1.0555,35.026,-2.9431,4.1672
-3.5777,8.6364,-7.8068,-0.06917,-0.1118,1.5354,-4.0749,0.89966,-4.5494,-192.24,-3.5555,30.636,-8.8931,22.867
9.4616,-11.364,6.9632,-0.06917,0.025305,-0.57163,-11.875,-0.97134,14.451,257.76,1.7445,40.226,2.1069,-2.4328
-3.3848,-11.364,-2.5768,-0.06917,-0.034695,0.12037,16.825,-1.0803,-4.5494,-24.237,2.4445,-285.87,-2.0231,-3.9328
-3.5298,33.636,-7.6968,-0.06917,-0.1177,0.90037,-29.675,0.77166,-4.5494,-10.237,-3.2555,40.226,-7.2631,12.367
10.825,-11.364,6.9632,-0.06917,0.042305,0.56737,31.425,-2.3295,14.451,257.76,1.7445,-177.31,7.1269,4.9672
-2.6578,-11.364,-2.9968,-0.06917,-0.016695,-0.23763,20.225,0.65836,-5.5494,-101.24,2.5445,-50.294,4.6269,-7.7328
1.1986,-11.364,6.9632,-0.06917,0.1583,0.41637,21.425,-1.1975,14.451,257.76,1.7445,-101.44,3.7669,-6.1328
3.7536,-11.364,6.9632,-0.06917,0.1243,-0.091634,9.5251,-1.8594,14.451,257.76,1.7445,-259.94,8.8669,-11.533
-3.487,13.636,-6.0068,-0.06917,-0.1017,0.47737,-25.175,4.1859,-1.5494,-124.24,1.2445,38.906,-3.1531,2.4672
-3.594,6.1364,-9.7568,-0.06917,-0.1386,0.81937,-9.0749,5.4279,-6.5494,-192.24,0.14447,36.566,-4.6031,10.467
-3.583,43.636,-7.3568,-0.06917,-0.070695,0.58937,-40.475,2.6704,-4.5494,-38.237,-0.85553,31.296,-8.0431,8.6672
-3.5845,28.636,-9.8868,-0.06917,-0.1257,0.65437,-34.075,4.9971,-8.5494,-73.237,1.2445,33.176,-6.7631,4.0672
0.23618,-11.364,6.9632,0.93083,0.2153,0.11037,22.425,-1.2898,14.451,257.76,1.7445,34.666,0.61694,-0.83281
-3.4927,-11.364,-8.2468,-0.06917,-0.1097,1.7844,7.4251,-0.29984,-7.5494,-132.24,-0.45553,40.226,-8.4431,16.167
9.1888,-11.364,6.9632,-0.06917,0.1853,-0.43063,28.025,-1.8994,14.451,257.76,1.7445,-116.15,11.137,-11.733
2.0528,-11.364,6.9632,-0.06917,0.1853,-0.065634,31.425,-1.7902,14.451,257.76,1.7445,39.016,3.9369,-4.1328
2.6745,-11.364,6.9632,-0.06917,0.1853,0.056366,27.825,-1.723,14.451,257.76,1.7445,-38.664,5.1369,-7.6328
-3.2624,-11.364,-3.7568,-0.06917,-0.061695,-0.24363,-18.675,0.92606,-4.5494,-121.24,1.1445,40.226,-4.9531,-2.1328
-0.29247,-11.364,8.4432,0.93083,0.3163,-0.88163,31.425,-2.4734,-4.5494,-5.2372,-3.7555,40.226,14.167,-9.1328
-3.5761,-11.364,-5.9468,-0.06917,-0.039695,0.025366,-30.075,2.6634,-4.5494,-184.24,1.7445,32.726,-5.9031,-1.8328
-3.5586,-11.364,-5.9468,-0.06917,-0.039695,-0.29963,-23.175,1.0172,-4.5494,-184.24,1.7445,40.226,-2.9131,-3.5328
-3.5629,-11.364,-6.6468,-0.06917,-0.1057,0.10437,-20.575,0.98436,-6.5494,-161.24,0.044466,40.226,-3.0331,1.3672
-3.5304,-11.364,-8.6768,-0.06917,-0.066695,-0.68063,21.225,-0.80714,-6.5494,-215.24,-0.65553,34.326,1.3269,3.8672
-3.5985,68.636,-9.1268,-0.06917,-0.1197,0.35037,-38.875,4.549,-5.5494,-128.24,-1.4555,34.266,-6.6631,1.9672
1.2579,-11.364,6.9632,-0.06917,0.059305,0.19937,25.025,-1.4897,14.451,257.76,1.7445,39.536,6.0269,-5.8328
5.7254,-11.364,6.9632,-0.06917,0.1243,0.095366,27.025,-1.8268,14.451,257.76,1.7445,-295.95,11.427,-13.033
-3.5002,18.636,-6.2068,-0.06917,-0.1267,0.61237,-14.275,2.5411,-3.5494,-108.24,-1.8555,34.576,-1.2731,-0.53281
6.21,-11.364,6.9632,-0.06917,0.1163,0.50937,30.225,-2.437,14.451,257.76,1.7445,40.226,8.5869,-9.2328
1.2221,-11.364,6.9632,-0.06917,0.028305,-0.37963,-15.375,-0.64274,14.451,257.76,1.7445,31.546,-1.2031,-1.9328
5.5735,-11.364,6.9632,-0.06917,0.1453,-0.74863,31.425,-2.2146,14.451,257.76,1.7445,40.226,10.947,-11.233
-3.5575,-11.364,-8.6768,-0.06917,-0.066695,1.5464,-14.975,-0.59584,-6.5494,-215.24,-0.65553,35.956,-8.2031,27.467
8.3376,-11.364,6.9632,-0.06917,0.1043,-0.67663,31.425,-2.5098,14.451,257.76,1.7445,-24.584,-0.52306,5.3672
20.035,-11.364,6.9632,-0.06917,0.1163,0.095366,27.625,-2.4089,14.451,257.76,1.7445,40.226,11.037,-9.4328
-3.4627,-11.364,16.603,-0.06917,0.054305,-0.83063,24.125,-1.9741,-5.5494,302.76,1.6445,38.416,5.4069,-7.3328
-3.5445,-11.364,14.513,-0.06917,0.026305,-0.41463,1.1251,-1.5373,-7.5494,-220.24,0.64447,32.476,1.7169,-0.53281
-3.5784,83.636,-8.4568,-0.06917,-0.1386,1.5684,-35.375,1.323,-5.5494,-184.24,-3.7555,36.106,-8.8431,25.967
-3.5739,-11.364,-5.9468,-0.06917,-0.039695,-0.24763,-34.075,2.1903,-4.5494,-184.24,1.7445,40.226,-4.6431,-1.4328
16.471,-11.364,6.9632,-0.06917,0.1453,-1.9166,22.625,-2.3555,14.451,257.76,1.7445,-70.844,17.977,-13.733
0.80876,-11.364,6.9632,-0.06917,0.029305,-0.28163,25.925,-1.2547,14.451,257.76,1.7445,-25.384,8.6669,-3.4328
5.0312,-11.364,6.9632,-0.06917,0.1383,-0.091634,24.025,-2.0038,14.451,257.76,1.7445,40.226,2.5169,-8.7328
-3.4625,-11.364,-1.1268,-0.06917,-0.0076951,-0.26363,14.025,-1.0476,-3.5494,23.763,-0.65553,37.836,-2.3531,-3.3328
-3.4252,-11.364,-4.2268,-0.06917,-0.1067,-0.49863,-35.275,1.3054,-6.5494,-175.24,-0.55553,40.226,1.4969,-2.5328
-3.5197,1.1364,-3.2668,-0.06917,-0.030695,-0.39563,-29.575,1.6559,-4.5494,-97.237,-3.2555,33.826,3.0569,-0.83281
-2.8405,-11.364,-2.9968,-0.06917,-0.016695,0.21037,25.825,0.65966,-5.5494,-101.24,2.5445,31.266,0.14694,-4.1328
0.64779,-11.364,6.9632,-0.06917,0.2153,-0.17263,12.725,-1.2859,14.451,257.76,1.7445,34.066,0.016937,0.067194
-3.2443,-11.364,-1.2368,-0.06917,-0.010695,0.28237,18.725,-0.19274,-5.5494,-104.24,-0.055534,39.016,-3.3731,1.2672
-3.5106,18.636,-6.2068,-0.06917,-0.1267,0.073366,-15.675,3.2405,-3.5494,-108.24,-1.8555,16.076,-1.4331,-0.33281
-3.5862,-11.364,-4.0668,-0.06917,-0.085695,0.90037,-7.4749,1.1721,-7.5494,-166.24,-0.65553,36.156,-8.6231,12.167
-3.4222,10.636,-5.2768,-0.06917,-0.1237,-0.67963,1.6251,4.1599,-2.5494,-78.237,0.64447,32.456,5.8069,-4.0328
-3.5812,-11.364,-8.9568,-0.06917,-0.096695,0.71337,-22.775,2.2672,-6.5494,-186.24,0.24447,37.956,-9.7131,10.867
6.3113,-11.364,6.9632,-0.06917,0.1853,-0.033634,28.025,-1.597,14.451,257.76,1.7445,31.846,3.7869,-9.9328
-2.9569,8.6364,-7.1668,-0.06917,0.092305,0.55737,31.425,-1.7843,-4.5494,-144.24,-5.4555,35.256,-5.7531,7.5672
-3.5774,68.636,-6.1868,-0.06917,-0.1437,0.34537,-45.175,1.3217,-5.5494,-163.24,0.74447,40.226,-7.9531,5.3672
-3.4855,-11.364,-2.5768,-0.06917,-0.034695,0.18937,28.525,-1.3621,-4.5494,-24.237,2.4445,38.566,-0.38306,-2.7328
-3.5474,-11.364,-7.8968,-0.06917,-0.094695,-0.41663,-42.775,1.4196,-5.5494,21.763,-1.5555,25.766,-2.6831,-3.2328
-3.5265,-11.364,1.6932,-0.06917,-0.1177,-0.14463,-22.775,0.29546,-4.5494,-10.237,0.24447,30.286,-2.3831,-1.7328
-2.4206,-11.364,10.753,-0.06917,0.069305,0.041366,29.125,-1.524,-5.5494,28.763,2.7445,40.226,-0.39306,-2.9328
-3.3891,-11.364,-1.4468,-0.06917,0.030305,-0.25763,11.125,-1.2968,-3.5494,-17.237,0.74447,40.226,1.6769,-5.7328
-3.2724,-11.364,-3.7568,-0.06917,-0.061695,0.13037,-28.475,0.92606,-4.5494,-121.24,1.1445,40.226,-6.5331,2.4672
